lemma,frequency,gloss_source,gloss,hdbscan_cluster,hdbscan_label,ward_12,ward_12_label,ward_25,ward_25_label,ward_50,ward_50_label,ward_100,ward_100_label
ἀγρέω,6,lsj,"take, seize; captures; take!; take it!",87,"seize, hold, receive, caught",8,"flee, pass, away, drive",18,"flee, fear, away, hold",31,"hold, leave, stay, retire",61,"hold, seize, stay, remain"
μαχητής,6,lsj,"fighter, warrior; warrior",-1,(outlier),1,"son, chariot, lord, old",4,"chariot, lord, guest, master",5,"chariot, lord, shield, master",13,"shield, ranks, warrior, men"
δάπτω,6,lsj,devour; rend; tear; corrode,-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",33,"lycia, stone, grind, goblet"
ἀμενηνός,6,lsj,"fleeting; fleeting, feeble; feeble, weak; faint, shadowy",-1,(outlier),10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",40,"vain, unceasing, unbroken, fruitless",77,"vain, unceasing, unbroken, unharmed"
ἀνδροκτασία,6,lsj,slaughter of men; homicide,74,"slay, slaughter, kill, sacrifice",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",39,"slay, kill, destroy, waste",76,"slay, slaughter, kill, sacrifice"
Ναιάς,6,lsj (relaxed match),"Naiad, river-nymph, spring-nymph",38,"stream, water, river, spring",6,"wind, water, pour, sea",14,"wind, sea, stream, water",24,"sea, stream, wine, water",48,"stream, wine, water, drink"
πολύκμητος,6,agwn,"requiring or showing effort: ""heavy breathing""; ""the subject made for labored reading""",31,"toil, work, suffer, labour",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
ἄκρις,6,lsj,"hill-top, mountain peak; mountain tops; hill-country",-1,(outlier),2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",17,"peak, mountain, hill, headland"
μνηστός,6,lsj,"wooed and won, wedded; memorable, to be remembered",16,"counsel, craft, wise, plan",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
ἀπολάμπω,6,lsj,shine; beam from; beamed from; gleams with,7,"bright, light, kindle, star",5,"day, funeral, black, cloud",11,"black, dark, bright, shine",18,"black, dark, bright, shine",37,"black, dark, bright, light"
ἕπω,6,lsj,"to be about, busy oneself with; sapati; saparyati; sepelio",6,"care, heed, bestowed, busy oneself",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
ἐπιμένω,6,lsj,"stay on, tarry; wait; remain in; remain in place, continue as they are",85,"stay, remain, restrain, stop",8,"flee, pass, away, drive",18,"flee, fear, away, hold",31,"hold, leave, stay, retire",61,"hold, seize, stay, remain"
τεκμαίρομαι,6,lsj,"assign, ordain; appoint; am arranging; settle with oneself",33,"gift, serve, receive, admit",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",92,"dwell, set, situated, devise"
ἐρινεός,6,lsj,"wild fig-tree, Ficus Caprificus; of the wild fig-tree",109,"tree, wood, garden, fir",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",17,"tree, barley, garden, wood",36,"tree, wood, barley, garden"
προφεύγω,6,lsj,"flee forwards, flee away; flee from, shun, avoid; avoid",61,"flee, escape, avoid, shun",8,"flee, pass, away, drive",18,"flee, fear, away, hold",32,"flee, fear, wander, avoid",63,"flee, wander, avoid, escape"
ἠθεῖος,6,lsj,"trusty, honoured; trusty friends",90,"true, trusty, truth, cheat",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",90,"trusty, cheat, truth, trusted"
ἑτεραλκής,6,lsj,giving strength to the other side; inclining to the other side; was changing sides; inclining to their side,103,"raise, lean, inclining, make stand",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",19,"straight, right, hand, opposite"
ὕστερον,6,lsj,the afterbirth,105,"born, beget, bring forth, engender",1,"son, chariot, lord, old",2,"old, mother, son, wife",2,"old, son, mother, wife",5,"son, child, mother, father"
αἰγυπιός,6,lsj,vulture,-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",12,"spear, arrow, sword, girdle",28,"spear, sword, girdle, belt"
κρεμάννυμι,6,lsj,hramjan; hang up; hang them up; hang up oneʼs,-1,(outlier),1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
ἀκλεής,6,lsj,"without fame, inglorious; ignominious",-1,(outlier),10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",79,"destiny, wretched, hateful, wrath"
ἀκόρητος,6,lsj,"insatiate, unsated; undisturbed by bugs; unswept",129,"unresting, ungovernable, unseen, ceaseless",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",40,"vain, unceasing, unbroken, fruitless",77,"vain, unceasing, unbroken, unharmed"
ἐπίκλησις,6,lsj,"surname, additional name; by surname; call also; named",36,"address, speak, accost, assembly",12,"shout, speak, rouse, speech",25,"speak, speech, voice, address",50,"speak, speech, voice, address",99,"address, speak, accost, surname"
ὀπάων,6,lsj,"comrade; esquire; follower, attendant; following",-1,(outlier),1,"son, chariot, lord, old",4,"chariot, lord, guest, master",5,"chariot, lord, shield, master",13,"shield, ranks, warrior, men"
ὀρύσσω,6,lsj,dig; trench; dig up; had,-1,(outlier),2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",16,"ground, trench, earth, dug"
ὑποκρίνομαι,6,agwn,"reply or respond to: ""She didn't want to answer""; ""answer the question""; ""We answered that we would accept the invitatio",9,"ask, inquire, beggar, question",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
ἐπιλήθω,6,lsj,cause to forget; laps one in forgetfulness; to be forgotten; let,16,"counsel, craft, wise, plan",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
ῥίον,6,lsj,any jutting part; peak; headland; bay formed by a foreland,133,"banks, shore, dyke, headland",2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",17,"peak, mountain, hill, headland"
ἀναγκαῖος,6,lsj,"of, with; by force; constraining, applying force; of force",88,"force, feeble, forcibly, powerless",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",73,"strength, force, heavy, feeble"
οὖρος2,6,lsj (homograph 2),"watcher, guardian; sorwos; pasu(š)-haurva; haurvaiti",-1,(outlier),1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
ἀγαπήνωρ,6,lsj,"loving manliness, manly",96,"courage, good, arrogant, manly",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",74,"high, courage, better, stout"
βροντάω,6,lsj,thunder; Jupiter Tonans; it thunders; if it thunders,-1,(outlier),6,"wind, water, pour, sea",14,"wind, sea, stream, water",23,"wind, storm, breeze, wintry",46,"wind, storm, wintry, hurricane"
ἔσχατος,6,lsj,"farthest, uttermost, extreme; hindmost; at the end of the lines; farthest part of",93,"set, beneath, lowest, high",7,"come, return, near, arrive",15,"near, nigh, far, hand",25,"beneath, lowest, hindmost, atop",49,"beneath, lowest, high, aloft"
κῆπος,6,lsj,"garden, orchard; plantation; enclosure; garden",109,"tree, wood, garden, fir",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",17,"tree, barley, garden, wood",36,"tree, wood, barley, garden"
βλεμεαίνω,6,lsj,exult,-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",33,"lycia, stone, grind, goblet"
δοκεύω,6,lsj,"keep an eye upon, watch narrowly; watches; having watched for; lie in wait for",22,"look, gaze, behold, observe",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",43,"know, appear, perceive, look",83,"look, gaze, eye, behold"
σάρξ,6,lsj,flesh; body; portions of meat; pieces of flesh,63,"eat, devour, food, meal",6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",21,"wash, oil, salt, raw",43,"wash, oil, salt, raw"
ἐξικνέομαι,6,lsj,"reach, arrive at; come to; arrive at, reach; complete, accomplish",123,"arrive, reach, come, attain",7,"come, return, near, arrive",16,"come, return, hither, arrive",29,"come, arrive, home, house",56,"come, arrive, reach, born"
μέρμερος,6,lsj,baneful; mischief; warlike deeds; ills,80,"destroy, waste, bane, sack",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",79,"destiny, wretched, hateful, wrath"
ἡμέρα,6,lsj,day; at daybreak; in the day; a state,8,"day, light, morning, early",5,"day, funeral, black, cloud",12,"funeral, long, day, time",19,"long, day, time, morning",39,"day, morning, dawn, early"
εὔθρονος,6,lsj,with beautiful seat; throne,127,"sit, seat, chair, place",2,"chamber, sleep, sit, bed",5,"sleep, sit, seat, bed",6,"sleep, sit, seat, bed",14,"sit, seat, chair, throne"
Λέσβος,6,lsj,Lesbos; from Lesbos; at Lesbos; drinking-cup,28,"wine, drink, mix, lesbos",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
ἀποκόπτω,6,lsj,"cut off, hew off; amputate; cut loose; will be cut off",83,"strip, cut, loose, belch",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",80,"wound, cut, strip, blood"
ἀπειλή,6,lsj,"boastful promises, boasts; threats",76,"oath, swear, affirm, think deem",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",45,"pray, oath, herald, command",88,"pray, oath, herald, command"
ἀπατάω,6,lsj,"cheat, deceive; cheat; hopes; to be deceptive",90,"true, trusty, truth, cheat",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",90,"trusty, cheat, truth, trusted"
ἐπαινός,6,lsj,awesome,59,"hither, wherefore, place, way",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",33,"lycia, stone, grind, goblet"
εὕω,6,lsj,singe; uro; eus-ō,1,"memnonion, du, des, grecs",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
χατέω,6,lsj,"crave, need; want, have need of",13,"desire, want, wish, need",9,"desire, noble, strength, easy",19,"desire, wish, love, want",33,"wish, need, want, desire",65,"wish, need, want, desire"
γουνός,6,lsj,high ground,116,"earth, ground, surface, deep",2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",16,"ground, trench, earth, dug"
λιτανεύω,6,lsj,"pray, entreat",71,"pray, vow, boast, votive offering",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",45,"pray, oath, herald, command",88,"pray, oath, herald, command"
ἀπαμύνω,6,lsj,"keep off, ward off; for; from; repulse",-1,(outlier),8,"flee, pass, away, drive",18,"flee, fear, away, hold",31,"hold, leave, stay, retire",62,"leave, retire, away, ward"
στόρνυμι,6,lsj,"spread; make up; make a bed; spread, strew",-1,(outlier),6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",22,"pour, breathe, flow, spread",45,"breathe, disperse, sprinkle, spread"
στένω,6,lsj,"moan, sigh, groan; groaning aloud; moan; sigh for",52,"bewail, groaning, lament, sigh",12,"shout, speak, rouse, speech",24,"shout, lament, wail, loud",49,"shout, lament, wail, loud",98,"shout, lament, wail, shriek"
ἀνεγείρω,6,lsj,"wake up, rouse; wake up, raise; rouse, encourage; stir, rouse the spirit of",94,"stir, rouse, urge, excite",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",48,"rouse, stir, dance, song",96,"rouse, stir, shake, tremble"
πάννυχος,6,lsj,lasting all the night; the livelong night,8,"day, light, morning, early",5,"day, funeral, black, cloud",12,"funeral, long, day, time",19,"long, day, time, morning",39,"day, morning, dawn, early"
ἑδριάω,6,lsj,seat; set; sit,127,"sit, seat, chair, place",2,"chamber, sleep, sit, bed",5,"sleep, sit, seat, bed",6,"sleep, sit, seat, bed",14,"sit, seat, chair, throne"
ἔτυμος,6,lsj,true; natural; the true sense; according to its origin,90,"true, trusty, truth, cheat",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",43,"know, appear, perceive, look",82,"know, appear, perceive, bring light"
μετακιάθω,6,lsj,follow after; chase; visit; go to seek,117,"leap, rush, run, chase",8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",57,"drive, pass, rush, path"
ἔγκατα,6,lsj,"inwards, entrails",40,"home, house, inside, domestic",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",20,"bend, curved, twisted, stretch"
τέρσομαι,6,lsj,"to be; become dry, dry up; dried up; is baked",25,"wash, oil, dry, salt",6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",21,"wash, oil, salt, raw",43,"wash, oil, salt, raw"
ἀνέλκω,6,lsj,draw up; holds; haul; up high and dry,-1,(outlier),3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",22,"draw, raise, drag, stand"
ὑπαλύσκω,6,lsj,"flee from, escape; having got quit of",61,"flee, escape, avoid, shun",8,"flee, pass, away, drive",18,"flee, fear, away, hold",32,"flee, fear, wander, avoid",63,"flee, wander, avoid, escape"
ἱπποσύνη,6,lsj,"the art of driving the war-chariot; driving, horsemanship; horse, cavalry",15,"chariot, car, driver, horse",1,"son, chariot, lord, old",4,"chariot, lord, guest, master",5,"chariot, lord, shield, master",11,"chariot, car, driver, travelling"
ῥόπαλον,6,lsj,"club, cudgel; club; war-club; mace",-1,(outlier),1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
συναγείρω,6,lsj,"gather together, assemble; collect; gather together, come together, assemble; collect for oneself",56,"gather, assemble, collect, lists",3,"meet, bind, round, stretch",8,"meet, bind, ready, gather",10,"meet, gather, pick, assembly",25,"meet, gather, assembly, face"
ἀγελαῖος,6,lsj,"belonging to a herd; in herds; shoals, gregarious; gregarious animals",135,"herd, serpent, boar, wolf",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",15,"heracles, bird, fish, fly",34,"heracles, bird, fish, fly"
πολύπυρος,6,lsj,rich in corn,108,"barley, corn, grain, groats",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",17,"tree, barley, garden, wood",36,"tree, wood, barley, garden"
κρημνός,6,lsj,"overhanging bank; bank; edge; beetling cliff, crag",133,"banks, shore, dyke, headland",2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",18,"house, chamber, wall, court"
ῥάπτω,6,lsj,"sew together, stitch; having made himself; having got; stitched",-1,(outlier),3,"meet, bind, round, stretch",8,"meet, bind, ready, gather",9,"bind, ready, fast, make",23,"ready, bind, fast, make"
τῇδε,6,lsj (relaxed match),here,59,"hither, wherefore, place, way",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",33,"lycia, stone, grind, goblet"
βραχίων,6,lsj,arm; the shoulder; shoulder of beasts; force of arm,138,"shoulder, thigh, limb, ankle",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",11,"breast, thigh, knee, arm",26,"breast, thigh, knee, arm"
ἄχθος,6,lsj,"burden, load; cumberers; plague; pests",80,"destroy, waste, bane, sack",6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",21,"wash, oil, salt, raw",43,"wash, oil, salt, raw"
δαμνάω,6,agwn,"overcome, as with emotions or perceptual stimuli",35,"fear, alarm, amazed, stand awe",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
λαοσσόος,6,lsj,rousing; stirring the nations; to which the people flock,94,"stir, rouse, urge, excite",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
