lemma,urn,category,method,embed_score,gloss
ἀνθρωπο-λάτρης,urn:cite2:hmt:lsj.chicago_md:n8889,servitude_slavery,embed,0.544,manworshipper
λαμπρο-φᾰνής,urn:cite2:hmt:lsj.chicago_md:n61859,servitude_slavery,embed,0.544,appearing brilliant
χραισμ-ήεις,urn:cite2:hmt:lsj.chicago_md:n114542,servitude_slavery,embed,0.544,serviceable
εὐεργέτ-ημα,urn:cite2:hmt:lsj.chicago_md:n43837,servitude_slavery,embed,0.543,"service done, kindness"
συγγρᾰφοφύλαξ,urn:cite2:hmt:lsj.chicago_md:n97554,servitude_slavery,embed,0.543,keeper of bonds; contracts; a
δῠσ-άεθλος,urn:cite2:hmt:lsj.chicago_md:n28625,servitude_slavery,embed,0.542,laborious
εὔμοχθος,urn:cite2:hmt:lsj.chicago_md:n44516,servitude_slavery,embed,0.542,laborious
μοχθ-ώδης,urn:cite2:hmt:lsj.chicago_md:n68943,servitude_slavery,embed,0.542,laborious
ἀγγᾰρ-εύω,urn:cite2:hmt:lsj.chicago_md:n380,servitude_slavery,embed,0.54,"press; to serve as an; press into service, Ev. Matt.; to be pressed into service; to be constrained"
ἀναγκ-αστός,urn:cite2:hmt:lsj.chicago_md:n6338,servitude_slavery,embed,0.54,"forced, constrained"
προαιρ-έτης,urn:cite2:hmt:lsj.chicago_md:n86455,servitude_slavery,embed,0.54,"steward, keeper"
προϋπ-αρχή,urn:cite2:hmt:lsj.chicago_md:n90598,servitude_slavery,embed,0.54,previous service
συνεργ-ᾰσία,urn:cite2:hmt:lsj.chicago_md:n100373,servitude_slavery,embed,0.539,"company; guild of fellow-workmen; a place where many slaves are lodged, a workers’ barracks; ergastulum"
δέσμα,urn:cite2:hmt:lsj.chicago_md:n24168,servitude_slavery,embed,0.538,"bond, fetter; head-band"
ἔμπραξις,urn:cite2:hmt:lsj.chicago_md:n34504,servitude_slavery,embed,0.538,claim under a bond
διεξ-ᾰγωγός,urn:cite2:hmt:lsj.chicago_md:n26590,servitude_slavery,embed,0.537,"steward, manager"
ὑπόμισθ-ος,urn:cite2:hmt:lsj.chicago_md:n108797,servitude_slavery,embed,0.537,"serving for pay, hired; hired for; farmed; out"
ἀοσσ-ητήρ,urn:cite2:hmt:lsj.chicago_md:n11164,servitude_slavery,embed,0.536,"assistant, helper, aider"
κελεύσ-τωρ,urn:cite2:hmt:lsj.chicago_md:n56494,servitude_slavery,embed,0.536,one who commands
σεμνολογ-ία,urn:cite2:hmt:lsj.chicago_md:n93696,servitude_slavery,embed,0.536,boasting; impressiveness
ἐπίσσοφος,urn:cite2:hmt:lsj.chicago_md:n40953,servitude_slavery,embed,0.535,supervisor
θει-αστής,urn:cite2:hmt:lsj.chicago_md:n48024,servitude_slavery,embed,0.535,worshipper
θρησκ-ευτής,urn:cite2:hmt:lsj.chicago_md:n49133,servitude_slavery,embed,0.535,worshipper
προσκῠν-ητής,urn:cite2:hmt:lsj.chicago_md:n89683,servitude_slavery,embed,0.535,worshipper
εὐχρηστ-ότης,urn:cite2:hmt:lsj.chicago_md:n45514,servitude_slavery,embed,0.534,serviceableness
ἱέρεια,urn:cite2:hmt:lsj.chicago_md:n49997,servitude_slavery,embed,0.534,a priestess
ἐμπόλ-ησις,urn:cite2:hmt:lsj.chicago_md:n34469,servitude_slavery,embed,0.533,"buying, trafficking"
ἐμπορ-ῐάρχης,urn:cite2:hmt:lsj.chicago_md:n34488,servitude_slavery,embed,0.533,supervisor of trade
θητ-εία,urn:cite2:hmt:lsj.chicago_md:n48843,servitude_slavery,embed,0.533,"hired service, service; servility, sycophancy"
λᾱο-τέκτων,urn:cite2:hmt:lsj.chicago_md:n61929,servitude_slavery,embed,0.533,stone-worker
παρα-θέτης,urn:cite2:hmt:lsj.chicago_md:n78007,servitude_slavery,embed,0.533,one who serves up dishes
ἐγχειρ-ητής,urn:cite2:hmt:lsj.chicago_md:n30554,servitude_slavery,embed,0.532,one who undertakes
ψευσ-τικός,urn:cite2:hmt:lsj.chicago_md:n115597,servitude_slavery,embed,0.532,mendacious
ἐργάτ-ῐς,urn:cite2:hmt:lsj.chicago_md:n42189,servitude_slavery,embed,0.531,"workwoman; worker; laborious, industrious; working for hire; working at; producing"
ἐργο-πόνος,urn:cite2:hmt:lsj.chicago_md:n42217,servitude_slavery,embed,0.531,husbandman; hunter; fisher; a worker in..; laborious
μῠλο-κόπος,urn:cite2:hmt:lsj.chicago_md:n69146,servitude_slavery,embed,0.531,millstone-worker
ὑποδέκ-της,urn:cite2:hmt:lsj.chicago_md:n108252,servitude_slavery,embed,0.531,"receiver, steward"
βάρ-ησις,urn:cite2:hmt:lsj.chicago_md:n19366,servitude_slavery,embed,0.53,"pressure, oppression"
δῐαιτ-άρχης,urn:cite2:hmt:lsj.chicago_md:n24858,servitude_slavery,embed,0.53,shipʼs steward
περισκελ-ίζω,urn:cite2:hmt:lsj.chicago_md:n82104,servitude_slavery,embed,0.53,supplanto
προμισθ-όομαι,urn:cite2:hmt:lsj.chicago_md:n88037,servitude_slavery,embed,0.53,to be hired before
πρόσθλιψις,urn:cite2:hmt:lsj.chicago_md:n89426,servitude_slavery,embed,0.53,"pressure, oppression"
ἀναλῠ-τήρ,urn:cite2:hmt:lsj.chicago_md:n6944,servitude_slavery,embed,0.529,deliverer
ἀναλῠ-της,urn:cite2:hmt:lsj.chicago_md:n6945,servitude_slavery,embed,0.529,deliverer
ἔν-δεσμος,urn:cite2:hmt:lsj.chicago_md:n35159,servitude_slavery,embed,0.529,"bundle, bag; purse; bonding"
οἰκόνομ-ος,urn:cite2:hmt:lsj.chicago_md:n72351,servitude_slavery,embed,0.529,"one who manages a household; steward of an estate; house-steward; manager, administrator; procuratores Caesaris; minister; housekeeper, housewife"
ἀναγγελία,urn:cite2:hmt:lsj.chicago_md:n6307,servitude_slavery,embed,0.528,proclamation
ἀνάγγελμα,urn:cite2:hmt:lsj.chicago_md:n6309,servitude_slavery,embed,0.528,proclamation
ἀνακήρ-υξις,urn:cite2:hmt:lsj.chicago_md:n6701,servitude_slavery,embed,0.528,proclamation
ἀνάρρημα,urn:cite2:hmt:lsj.chicago_md:n7393,servitude_slavery,embed,0.528,proclamation
ἀνδρει-φόντης,urn:cite2:hmt:lsj.chicago_md:n7918,servitude_slavery,embed,0.528,man-slaying
δᾰμᾰσ-ήνωρ,urn:cite2:hmt:lsj.chicago_md:n23367,servitude_slavery,embed,0.528,man-slaying
ἐνᾰρίμβροτος,urn:cite2:hmt:lsj.chicago_md:n35004,servitude_slavery,embed,0.528,man-slaying
ἐπικήρ-υγμα,urn:cite2:hmt:lsj.chicago_md:n39709,servitude_slavery,embed,0.528,proclamation
ἁγ-ιστεία,urn:cite2:hmt:lsj.chicago_md:n527,servitude_slavery,embed,0.527,"ritual, service"
ἀπρόσ-μᾰχος,urn:cite2:hmt:lsj.chicago_md:n14495,servitude_slavery,embed,0.527,irresistible
ἐπιτεθειασμένως,urn:cite2:hmt:lsj.chicago_md:n41270,servitude_slavery,embed,0.527,enthusiastically
ὀμφᾰλ-ωτός,urn:cite2:hmt:lsj.chicago_md:n73963,servitude_slavery,embed,0.527,made with a boss
ἀνθυπουργ-ία,urn:cite2:hmt:lsj.chicago_md:n8967,servitude_slavery,embed,0.526,service done in return
διᾱκον-ία,urn:cite2:hmt:lsj.chicago_md:n24992,servitude_slavery,embed,0.526,"service; attendance on a duty, ministration; ministering; body of servants; attendants; instruments of service"
ἐγ-κοπιάω,urn:cite2:hmt:lsj.chicago_md:n30378,servitude_slavery,embed,0.526,labour without ceasing
πειθ-άνωρ,urn:cite2:hmt:lsj.chicago_md:n80317,servitude_slavery,embed,0.526,"obeying men, obedient"
σκῡτο-βυρσεύς,urn:cite2:hmt:lsj.chicago_md:n95372,servitude_slavery,embed,0.526,leather-worker
εὐνουχ-ιστής,urn:cite2:hmt:lsj.chicago_md:n44566,servitude_slavery,embed,0.525,castrator
παραπόμπ-ιμος,urn:cite2:hmt:lsj.chicago_md:n78632,servitude_slavery,embed,0.525,"attending, escorting"
παν-δοκεύτρια,urn:cite2:hmt:lsj.chicago_md:n77321,servitude_slavery,embed,0.524,hostess; ready to take all in
προμετρ-ητής,urn:cite2:hmt:lsj.chicago_md:n88007,servitude_slavery,embed,0.524,mensor
γλῠκυ-πάρθενος,urn:cite2:hmt:lsj.chicago_md:n22383,servitude_slavery,embed,0.523,sweet maid
ἐκπεπτᾰμένως,urn:cite2:hmt:lsj.chicago_md:n32596,servitude_slavery,embed,0.523,extravagantly
λειτουργ-ήσιμος,urn:cite2:hmt:lsj.chicago_md:n62290,servitude_slavery,embed,0.523,for service
βῐάζω,urn:cite2:hmt:lsj.chicago_md:n19871,servitude_slavery,embed,0.522,"constrain; they used force; to be hard pressed; overpowered; to be forced; constrained; forcibly made slaves; those who are forced; forced from one; forced; make good, suffice to discharge; overpower by force, press hard; dislodge; to do; violence; having broken through; force; lay violent hands on; to be favourable; carry by force; act with violence, use force; force oneʼs way; using every effort; with violence; by forcing their way; grow worse and worse; contend; argue vehemently; persist in assertion"
ἀμβολι-εργός,urn:cite2:hmt:lsj.chicago_md:n5071,servitude_slavery,embed,0.521,"putting off work, dilatory; in"
χειρό-βῐος,urn:cite2:hmt:lsj.chicago_md:n113607,servitude_slavery,embed,0.521,living by handiwork
ἀνταγλᾰΐζομαι,urn:cite2:hmt:lsj.chicago_md:n9374,servitude_slavery,embed,0.52,shine brightly
βωμ-ῖτις,urn:cite2:hmt:lsj.chicago_md:n21326,servitude_slavery,embed,0.52,consecrated
διαγλαύσσω,urn:cite2:hmt:lsj.chicago_md:n24625,servitude_slavery,embed,0.52,shine brightly
εὐκαθ-οσίωτος,urn:cite2:hmt:lsj.chicago_md:n44153,servitude_slavery,embed,0.52,consecrated
ἱερ-ωτός,urn:cite2:hmt:lsj.chicago_md:n50147,servitude_slavery,embed,0.52,consecrated
σῐδηρουργ-ός,urn:cite2:hmt:lsj.chicago_md:n94057,servitude_slavery,embed,0.52,"iron-worker, smith"
ἀθήτευτος,urn:cite2:hmt:lsj.chicago_md:n2005,servitude_slavery,embed,0.519,not serving for hire
ἀνωδίνω,urn:cite2:hmt:lsj.chicago_md:n10928,servitude_slavery,embed,0.519,"to be in labour, bring forth"
γλία,urn:cite2:hmt:lsj.chicago_md:n22304,servitude_slavery,embed,0.519,glue
γλοία,urn:cite2:hmt:lsj.chicago_md:n22326,servitude_slavery,embed,0.519,glue
ἐργεπιστᾰτ-έω,urn:cite2:hmt:lsj.chicago_md:n42195,servitude_slavery,embed,0.519,to be superintendent of works
κολλ-ητήριον,urn:cite2:hmt:lsj.chicago_md:n58600,servitude_slavery,embed,0.519,glue
ὀρει-τῠπία,urn:cite2:hmt:lsj.chicago_md:n74836,servitude_slavery,embed,0.519,mountain-labour
ὀσμ-ῖτις,urn:cite2:hmt:lsj.chicago_md:n75544,servitude_slavery,embed,0.519,mentastrum
σκηπάνη,urn:cite2:hmt:lsj.chicago_md:n94800,servitude_slavery,embed,0.519,staff
συνεργ-άτης,urn:cite2:hmt:lsj.chicago_md:n100374,servitude_slavery,embed,0.519,"fellow-workman, helpmate; an accomplice; assistant in"
ὀσμίτης,urn:cite2:hmt:lsj.chicago_md:n75545,servitude_slavery,embed,0.519,mentastrum
ἀρρενότης,urn:cite2:hmt:lsj.chicago_md:n15479,servitude_slavery,embed,0.518,"manhood, manliness; masculinity"
διᾰκολλ-άω,urn:cite2:hmt:lsj.chicago_md:n24977,servitude_slavery,embed,0.518,glue together; formed; morticed together
ἐγκαίν-ισις,urn:cite2:hmt:lsj.chicago_md:n30089,servitude_slavery,embed,0.518,consecration
ἐνιδρόω,urn:cite2:hmt:lsj.chicago_md:n35682,servitude_slavery,embed,0.518,"sweat in, labour hard in"
ἱέρ-ωσις,urn:cite2:hmt:lsj.chicago_md:n50141,servitude_slavery,embed,0.518,consecration
κογχ-ωτός,urn:cite2:hmt:lsj.chicago_md:n58285,servitude_slavery,embed,0.518,having a boss
κοπρ-ιακός,urn:cite2:hmt:lsj.chicago_md:n58990,servitude_slavery,embed,0.518,concerning manure
τᾰμία,urn:cite2:hmt:lsj.chicago_md:n102261,servitude_slavery,embed,0.518,"housekeeper, housewife"
φῐληδ-ία,urn:cite2:hmt:lsj.chicago_md:n110984,servitude_slavery,embed,0.518,delight
ἀγερ-σῐκύβηλις,urn:cite2:hmt:lsj.chicago_md:n470,servitude_slavery,embed,0.517,mendicant priest
Εἱλωτ-εία,urn:cite2:hmt:lsj.chicago_md:n31115,servitude_slavery,embed,0.517,the system of serfdom; the body of Helots
ἐκθαμβ-έω,urn:cite2:hmt:lsj.chicago_md:n31983,servitude_slavery,embed,0.517,"to be amazed; amaze, astonish"
ἐκθάμβ-ησις,urn:cite2:hmt:lsj.chicago_md:n31984,servitude_slavery,embed,0.517,amazement
μετα-δότης,urn:cite2:hmt:lsj.chicago_md:n66657,servitude_slavery,embed,0.517,one who imparts generously
πρωτό-μισθος,urn:cite2:hmt:lsj.chicago_md:n91007,servitude_slavery,embed,0.517,serving for hire first
ὑᾰλᾶς,urn:cite2:hmt:lsj.chicago_md:n106136,servitude_slavery,embed,0.517,glass-worker
ὑᾰλουργ-ός,urn:cite2:hmt:lsj.chicago_md:n106155,servitude_slavery,embed,0.517,glass-worker
ὑελιάριος,urn:cite2:hmt:lsj.chicago_md:n106510,servitude_slavery,embed,0.517,glass-worker
ἐνάγᾰμαι,urn:cite2:hmt:lsj.chicago_md:n34702,servitude_slavery,embed,0.516,admire in
ἔναθλος,urn:cite2:hmt:lsj.chicago_md:n34745,servitude_slavery,embed,0.516,laborious; contest
ἐπιτᾰλαιπωρέω,urn:cite2:hmt:lsj.chicago_md:n41242,servitude_slavery,embed,0.516,suffer; labour at; labour yet further
ἀστρᾰτ-ευτος,urn:cite2:hmt:lsj.chicago_md:n16613,servitude_slavery,embed,0.515,without service; exempt therefrom; never having seen service
ἐξαυχενισμός,urn:cite2:hmt:lsj.chicago_md:n37007,servitude_slavery,embed,0.515,rebellion
ἐπίβαρ-υς,urn:cite2:hmt:lsj.chicago_md:n38889,servitude_slavery,embed,0.515,oppressive
θλῐβ-ώδης,urn:cite2:hmt:lsj.chicago_md:n48897,servitude_slavery,embed,0.515,oppressive
ἀγκιστρ-εία,urn:cite2:hmt:lsj.chicago_md:n552,servitude_slavery,embed,0.514,angling
ἅλων,urn:cite2:hmt:lsj.chicago_md:n4805,servitude_slavery,embed,0.514,plantation
ἀσπᾰλία,urn:cite2:hmt:lsj.chicago_md:n16347,servitude_slavery,embed,0.514,angling
βολετισμός,urn:cite2:hmt:lsj.chicago_md:n20275,servitude_slavery,embed,0.514,angling
δοκοτέκτων,urn:cite2:hmt:lsj.chicago_md:n27880,servitude_slavery,embed,0.514,carpenter
ἐλεφαντ-εύς,urn:cite2:hmt:lsj.chicago_md:n33641,servitude_slavery,embed,0.514,ivory-worker
ἐριουργ-ός,urn:cite2:hmt:lsj.chicago_md:n42510,servitude_slavery,embed,0.514,working in wool; wool-worker
παρακόλλ-ησις,urn:cite2:hmt:lsj.chicago_md:n78225,servitude_slavery,embed,0.514,glueing; fastening on; healing; closing up
συναναίρ-εσις,urn:cite2:hmt:lsj.chicago_md:n99217,servitude_slavery,embed,0.514,simultaneous abolition
ἀπομαστίδιον,urn:cite2:hmt:lsj.chicago_md:n13185,servitude_slavery,embed,0.513,suckling
γᾰλακτ-ισμός,urn:cite2:hmt:lsj.chicago_md:n21441,servitude_slavery,embed,0.513,suckling
γᾰλ-ουχία,urn:cite2:hmt:lsj.chicago_md:n21539,servitude_slavery,embed,0.513,suckling
παυσι-κάπη,urn:cite2:hmt:lsj.chicago_md:n80126,servitude_slavery,embed,0.513,projecting collar worn by slaves
ὑπερκάμνω,urn:cite2:hmt:lsj.chicago_md:n107621,servitude_slavery,embed,0.513,suffer; labour for; 1A
ἀφερέπον-ος,urn:cite2:hmt:lsj.chicago_md:n18213,servitude_slavery,embed,0.512,incapable of labour; carelessly
βωτῐάνειρα,urn:cite2:hmt:lsj.chicago_md:n21354,servitude_slavery,embed,0.512,"man-feeding, nurse of heroes"
Εὐσέβεια,urn:cite2:hmt:lsj.chicago_md:n45099,servitude_slavery,embed,0.512,patrons of
θεο-πολέω,urn:cite2:hmt:lsj.chicago_md:n48267,servitude_slavery,embed,0.512,minister in things divine
οἴκ-ισις,urn:cite2:hmt:lsj.chicago_md:n72297,servitude_slavery,embed,0.512,colonization
πολῠ-δεσμος,urn:cite2:hmt:lsj.chicago_md:n84761,servitude_slavery,embed,0.512,"fastened with many bonds, strong-bound"
ἀκεσ-τής,urn:cite2:hmt:lsj.chicago_md:n3112,servitude_slavery,embed,0.511,menders
ἀνάμαξις,urn:cite2:hmt:lsj.chicago_md:n6964,servitude_slavery,embed,0.511,impression
ἀντίπονον,urn:cite2:hmt:lsj.chicago_md:n10393,servitude_slavery,embed,0.511,"return for labour, wages"
ἀποτύπ-ωμα,urn:cite2:hmt:lsj.chicago_md:n14151,servitude_slavery,embed,0.511,impression
ἀποτύπ-ωσις,urn:cite2:hmt:lsj.chicago_md:n14152,servitude_slavery,embed,0.511,impression
ἐπιχάραγμα,urn:cite2:hmt:lsj.chicago_md:n41598,servitude_slavery,embed,0.511,impression
σκυμνοτοκέω,urn:cite2:hmt:lsj.chicago_md:n95333,servitude_slavery,embed,0.511,to be viviparous
ἐπίχειρον,urn:cite2:hmt:lsj.chicago_md:n41628,servitude_slavery,embed,0.51,"arm; wages of manual labour; wages, pay; reward; punishment; the wages"
ἤπ-ησις,urn:cite2:hmt:lsj.chicago_md:n47473,servitude_slavery,embed,0.51,mending
ἱροπόλος,urn:cite2:hmt:lsj.chicago_md:n50900,servitude_slavery,embed,0.51,priest; priestess
μεταλλ-ίζομαι,urn:cite2:hmt:lsj.chicago_md:n66772,servitude_slavery,embed,0.51,to be condemned to hard labour in mines
πεῖσα,urn:cite2:hmt:lsj.chicago_md:n80363,servitude_slavery,embed,0.51,obedience
περισσό-της,urn:cite2:hmt:lsj.chicago_md:n82196,servitude_slavery,embed,0.51,"extravagance, excess; pomp; redundancy; ex abundanti; eminence, excellence; unevenness"
χαλκο-πλάστης,urn:cite2:hmt:lsj.chicago_md:n113149,servitude_slavery,embed,0.51,bronze-worker
χειρο-μύλη,urn:cite2:hmt:lsj.chicago_md:n113655,servitude_slavery,embed,0.51,hand-mill
ἔμπονος,urn:cite2:hmt:lsj.chicago_md:n34481,servitude_slavery,embed,0.509,"patient of labour; toilsome, painful; vehement"
θερᾰπ-οντίς,urn:cite2:hmt:lsj.chicago_md:n48393,servitude_slavery,embed,0.509,of a waiting-maid
ἱερ-ισμός,urn:cite2:hmt:lsj.chicago_md:n50015,servitude_slavery,embed,0.509,sacred service
πολῑτο-κάπηλος,urn:cite2:hmt:lsj.chicago_md:n84519,servitude_slavery,embed,0.509,jobber in public offices
ἀνδρο-βόρος,urn:cite2:hmt:lsj.chicago_md:n7960,servitude_slavery,embed,0.508,man-devouring
ἐκδῠτ-ης,urn:cite2:hmt:lsj.chicago_md:n31942,servitude_slavery,embed,0.508,one who undresses
ὀψων-άτωρ,urn:cite2:hmt:lsj.chicago_md:n76381,servitude_slavery,embed,0.508,caterer; obsonator
τῑμώρ-ησις,urn:cite2:hmt:lsj.chicago_md:n104018,servitude_slavery,embed,0.508,punishment
ὑπεξ-έλευσις,urn:cite2:hmt:lsj.chicago_md:n107170,servitude_slavery,embed,0.508,punishment
ἐκπρέπ-εια,urn:cite2:hmt:lsj.chicago_md:n32744,servitude_slavery,embed,0.507,excellence
ἐξοιστ-ικός,urn:cite2:hmt:lsj.chicago_md:n37506,servitude_slavery,embed,0.507,extravagant
ἱστουργ-ός,urn:cite2:hmt:lsj.chicago_md:n51276,servitude_slavery,embed,0.507,"worker at the loom, weaver"
ὀνθύλ-ευσις,urn:cite2:hmt:lsj.chicago_md:n74086,servitude_slavery,embed,0.507,the use of forced meat
σπερμᾰτο-πώλης,urn:cite2:hmt:lsj.chicago_md:n95867,servitude_slavery,embed,0.507,seedsman
τρύος,urn:cite2:hmt:lsj.chicago_md:n105704,servitude_slavery,embed,0.507,"distress, toil, labour"
ὑπᾰκου-ός,urn:cite2:hmt:lsj.chicago_md:n106830,servitude_slavery,embed,0.507,obedient to
ὑπογραμμᾰτ-εύς,urn:cite2:hmt:lsj.chicago_md:n108206,servitude_slavery,embed,0.507,"under-clerk, under-secretary"
χαλκεο-τέχνης,urn:cite2:hmt:lsj.chicago_md:n113063,servitude_slavery,embed,0.507,"worker in metal, smith"
ψευδο-κόρη,urn:cite2:hmt:lsj.chicago_md:n115508,servitude_slavery,embed,0.507,a pretended maid
ἀχθ-εινός,urn:cite2:hmt:lsj.chicago_md:n18697,servitude_slavery,embed,0.506,"burdensome, oppressive; that cost; dear; unwillingly; laborious"
θερᾰπ-ευμα,urn:cite2:hmt:lsj.chicago_md:n48373,servitude_slavery,embed,0.506,"a service done to another; worship; service paid; care; surgical treatment; preparations, drugs"
